//////
Buffer size (Samples)
16778240
Sampling Rate (Hz)
1000000000
///
2	554.2888298035	-316.2691535950	-663.1891880035	1437.2233695984	-562.3792533875	-1175.6111488342	558.5285758972	-179.0087852478	-765.8283920288	1341.6545410156	218.7291412354	-510.3219070435	942.1262359619	-891.2648239136	-1100.5961532593	744.9187164307	-858.7020492554	-275.4297370911	824.9974956512	99.8027877808	-150.4431667328	-39.7135772705	140.4110698700	-500.1598320007	218.7072906494	-481.9344043732	-514.6454830170	1241.2516841888	1065.3676681519	-330.0664501190	723.2888908386	412.4402351379	-457.8872966766	982.9058361053	-119.2776565552	-543.5653285980	1338.4240837097	1036.0755825043	153.6158275604	911.3961372375	367.7062606812	-671.0125961304	627.0356750488	-185.3198471069	-1146.1332626343	1814.3519668579	-63.0475463867	-469.0263900757	701.6887016296	-84.7277107239	-7.7531070709	1095.5421333313	-525.1309967041	-629.0010566711	0.5578250885	52.5977649689	-1079.3978843689	1247.6752204895	481.8352546692	-1457.7758331299	157.2123031616	-866.7773551941	-504.3538112640	1612.8172988892	
3	1198.4412498474	-420.3707237244	-394.2419471741	1510.4309196472	1202.6085853577	-987.6659812927	372.3588848114	-122.0134277344	-153.1393585205	1048.5803070068	172.5940780640	376.2151031494	1497.7129821777	-123.5649948120	-937.4885635376	386.2054138184	-449.0114288330	-543.5134868622	1204.8847293854	516.2640304565	387.1369571686	1478.6484184265	126.3474826813	-850.7860221863	383.0953788757	-412.0321063995	-819.7280941010	1076.9830570221	-159.0307998657	-537.1107368469	624.9178047180	231.4162025452	-1257.8436470032	471.3802700043	49.4058799744	-660.7226657867	446.7634735107	-572.3700733185	-875.3958187103	795.7663707733	-558.6963195801	-630.0713272095	661.4456253052	-710.1561660767	-922.5623474121	785.7760314941	-129.8353729248	-51.1782989502	1148.3684806824	-60.5582199097	-540.9944591522	574.7948093414	338.7594051361	-15.5490818024	1652.1632041931	977.6555347443	223.3591365814	1389.8509902954	-98.3775119781	-525.8345870972	388.8409557343	-126.9455108643	-640.6143703461	1436.0061912537	
4	981.0586032867	-437.9262714386	-49.4795417786	677.6581745148	-278.2104396820	-979.4168357849	-222.2474994659	-1190.0319824219	-826.6531753540	524.6669158936	-113.9506454468	-212.1582031250	823.5796966553	-704.5100555420	-1912.0594253540	957.9684066772	-1065.1777496338	-664.6772785187	1474.3025131226	402.9859733582	-498.2554149628	264.4685058594	76.7579860687	-368.6038475037	662.7379570007	-161.2267093658	-284.6845798492	791.3967189789	-51.4645252228	-424.5657844543	657.4459152222	138.0204963684	-956.7455444336	713.7194023132	-189.2577857971	14.0395889282	1446.9836654663	-186.1461544037	-535.1098766327	874.3054637909	-34.3376235962	-982.8739166260	186.0671920776	-391.1649169922	-173.9522399902	1151.9265365601	172.8767318726	-124.7027816772	1044.2020740509	-682.3177146912	-857.8812446594	-120.7442321777	-1007.2781677246	-786.2767925262	1328.1321029663	207.1864795685	435.7578430176	843.6251773834	20.7773990631	-851.3939762115	495.7730388641	-632.7225856781	-667.8845100403	232.4902744293	
5	1092.5961837769	-5.7497634888	-70.4752235413	1674.9393310547	263.9120864868	-1688.3409481049	243.8103828430	-598.5670909882	-84.7955627441	1075.5873336792	289.3884048462	-563.9890670776	1797.4926452637	3.3413009644	-960.7493820190	692.2202835083	-721.5624008179	-704.0900173187	1493.7036266327	-87.7601337433	-208.8082771301	1068.7169246674	327.8166999817	-339.8614387512	715.1612224579	-280.8829936981	-544.1416645050	645.9069690704	308.5156040192	-32.6685447693	1236.9772930145	-183.4951190948	-1233.3862266541	75.2120227814	-363.0510864258	-1208.6822681427	716.3628120422	436.6986618042	-372.3744869232	311.6092929840	-660.6145706177	-826.5549087524	251.0908050537	-833.6801300049	-1602.4262390137	1088.2064590454	-720.0396652222	-1054.6612625122	-57.9382038116	-662.8508453369	-772.7995090485	918.8574733734	-129.6493148804	-1834.4729957581	-167.9900836945	-324.7945232391	51.6442871094	1351.5747051239	587.7002811432	-589.2346286774	1292.2159671783	-313.7412700653	-761.4648551941	1255.5191669464	
6	877.5583286285	-376.3979682922	-415.2852859497	1499.2774009705	-305.2966308594	-1122.5259742737	1451.8283290863	616.0047760010	-317.4690704346	1756.0092926025	493.8659667969	340.2022552490	36.3616104126	-1077.7356185913	-721.1240234375	1557.0573654175	-677.8649692535	-736.8513984680	1172.9026145935	59.8419799805	-639.3499984741	289.0144062042	236.0631999969	-315.9819145203	974.3998203278	-1214.3518848419	-607.4325618744	1238.2884712219	527.1314868927	-200.4333171844	1734.5779762268	259.0281620026	-533.1217517853	1121.5610694885	349.7666854858	125.1948089600	1564.5495090485	-205.3804283142	-568.3150119781	858.4778671265	-853.7620162964	-1187.8910598755	380.0679168701	-147.4163284302	-863.4346694946	648.1569976807	-239.2557144165	-122.0095825195	1388.7641620636	-969.2598934174	-1127.4019184113	1019.9717960358	-196.8755626678	-1201.2382850647	756.1693744659	-21.2903671265	876.0309810638	1146.0260066986	-218.0725097656	-1232.9422931671	414.2149505615	-727.6071662903	-685.2030239105	1120.4425735474	
7	435.1330966949	-350.3033447266	-1081.7509975433	380.4771652222	591.7651309967	-787.1936378479	180.0346126556	-269.2785263062	-1350.9132995605	906.1336059570	905.8909606934	-430.7123565674	1291.9978866577	-258.1711578369	-881.7280349731	701.3571014404	-88.6383628845	-261.7816677094	2220.1805210114	551.7014217377	-203.2677364349	815.9518356323	-278.8702373505	-1077.3252048492	1443.7849216461	-502.1483592987	-833.1172332764	648.5114078522	-15.2752933502	-732.7635784149	775.0404529572	35.4844036102	-406.7569541931	931.4066619873	-1144.7583274841	-657.5124969482	1424.9380550385	187.3510608673	-1260.7819099426	128.1561222076	-49.0208969116	-164.8434219360	556.2007522583	-530.4218292236	-818.7765884399	2057.0602264404	457.4161071777	-473.7415390015	630.5390167236	-277.1830883026	-1275.7243824005	754.8037147522	-400.8950271606	369.3147563934	2140.9402694702	25.2934608459	-327.4811725616	395.6685352325	-175.1654148102	-499.5538330078	413.0893383026	-394.4129009247	-402.1021442413	868.0074901581	
8	1786.0801086426	162.9975833893	21.9081459045	549.9612693787	-623.5141677856	-30.7667293549	1711.0825138092	-135.0444412231	-1036.2130813599	1183.6123962402	299.9359436035	-284.2446060181	803.4616622925	-117.1808547974	-637.0791702271	188.8376388550	-496.1983489990	-861.9764957428	1393.7019214630	129.7566127777	-290.9637031555	617.7184391022	-130.7112560272	-1373.3084754944	459.4142436981	-455.6212787628	-700.7761383057	1728.4555721283	850.5159549713	-653.5838413239	782.0711078644	88.9966773987	-863.3173484802	448.8299064636	-685.8935585022	-365.7010211945	747.4730072021	269.3390369415	-567.0586338043	727.9394855499	1175.6244888306	-687.6306610107	149.6327743530	-1248.9622039795	-1016.8022842407	1151.1306838989	368.5272064209	-1006.7159881592	1335.7023544312	-398.0779762268	-1322.2671947479	-43.4146194458	-203.9014110565	-702.5056991577	932.9707927704	175.0633258820	-482.6660900116	961.9408454895	-404.2083568573	-806.5490646362	1562.5049762726	-247.0041255951	-665.0157642365	1157.8845539093	
9	283.8811264038	-395.2884082794	-1077.4464817047	1357.8935184479	-249.3207893372	-1287.2335758209	565.6977787018	-74.3564815521	-609.4479522705	839.2079772949	-14.4313201904	-403.0877227783	991.0738677979	585.7267150879	-51.6836013794	1358.8274383545	-266.5706710815	-623.4245166779	782.0281410217	552.4952259064	176.3998088837	1322.5458965302	-95.5959987640	-1397.9838924408	291.7558116913	-152.6233634949	-110.9278984070	1777.0324993134	968.4421539307	-1247.9302101135	312.9244899750	-2.9136066437	-1392.5190715790	586.2329921722	58.0920848846	-707.4201831818	550.6011466980	-546.1362037659	-361.9208965302	1323.4901390076	-217.1470565796	-49.3198394775	745.8612289429	-654.7369918823	-1371.7555236816	824.2306747437	517.4939041138	616.5089340210	1304.5338211060	102.6616401672	-619.2023391724	873.4116191864	-819.2465286255	-709.0285453796	803.5892581940	200.3506908417	-343.3980407715	-34.7413978577	282.4623947144	-227.3124046326	1693.9783248901	693.3188228607	-976.0759620667	322.3706932068	
10	676.9348926544	-165.6077537537	-595.8051376343	1214.4378871918	295.8668384552	-964.4585762024	165.1097736359	-627.7933464050	-1207.7512969971	907.2608718872	162.0824584961	102.5209655762	1282.1419906616	-888.4821090698	-1060.3470993042	58.6620559692	392.7234668732	-1019.3311443329	382.8655948639	-683.4496288300	-304.4080791473	743.0761260986	623.5095920563	-756.3414916992	1202.6980476379	-550.5598030090	-683.5104293823	850.0357933044	-19.9033031464	-117.9129238129	1188.6732845306	-409.5451393127	-479.1007308960	600.0169105530	-660.3961925507	-712.5100860596	650.9541435242	-144.7599735260	-693.7127304077	667.4543151855	-699.4031829834	-625.3240585327	668.0107650757	-808.2684555054	-1013.1066207886	1066.0158691406	-336.9708251953	35.0224380493	900.2542819977	-289.4115428925	-778.2777938843	-243.9419384003	-410.8399505615	-91.7455062866	1307.5734748840	953.5922622681	-435.9892311096	991.1375503540	-448.9856052399	-1259.8074798584	639.5278892517	-1174.7646541595	-569.2346134186	1225.5709266663	
11	1147.1692714691	-535.2562370300	-324.4320106506	1365.3239707947	-274.9943046570	-1500.8297309875	621.1396083832	71.7000293732	-1039.8387908936	1389.0888595581	737.6446914673	44.4262924194	577.8535537720	-750.9495315552	-1294.4824829102	1174.5175094604	-839.9743537903	-775.9287452698	1657.3055496216	1051.1533184052	914.0092353821	834.3463993073	-901.0098266602	-821.7474727631	967.4159679413	-268.5137844086	-1058.7503166199	1422.1885452271	551.0140457153	-366.9639549255	666.7444782257	156.3944168091	-425.0756950378	1209.9630508423	-935.6129589081	-1527.5893058777	133.8764152527	-437.6189193726	-658.2013931274	1348.3564796448	-623.2341842651	-940.5025100708	440.2621307373	-641.7709197998	-638.1669845581	875.8770751953	64.9559478760	-578.9482955933	260.7554302216	-998.2384986877	-710.1668910980	973.8592796326	-3.5146026611	-1032.8531150818	1193.7087879181	-734.5579662323	-484.7272567749	693.1041316986	-226.3471069336	-1082.1286983490	758.1448192596	-99.9527149200	-697.4436969757	1051.4507198334	
